date,day_of_week,month,location,event_type,weather,temperature,expected_visitors,actual_visitors,vehicle_count,average_speed,available_doctors,available_nurses,available_ambulances,police_personnel,volunteers,medical_cases,parking_occupancy,river_water_level,cleanliness_score,crowd_density,congestion_level,emergency_level
2027-09-13,Monday,September,College Road,Normal Day,Sunny,36,24861,22990,3658,39,10,35,3,80,127,58,10,Normal,99,Low,Low,Low
2027-09-14,Tuesday,September,Sadhugram,Normal Day,Cloudy,26,68285,72869,9053,33,10,32,3,242,404,304,10,Normal,92,Low,Low,Medium
2027-09-15,Wednesday,September,Nimani,Shahi Snan,Sunny,36,651266,587372,73682,16,83,166,23,1957,3263,1474,61,High,55,High,Medium,Critical
2027-09-16,Thursday,September,Godavari Ghat,Normal Day,Sunny,31,58345,55203,7989,45,10,35,3,184,306,228,10,Normal,98,Low,Low,Low
2027-09-17,Friday,September,Tapovan,Normal Day,Sunny,35,26531,27088,4420,38,10,23,3,90,150,140,10,Low,98,Low,Low,Low
2027-09-18,Saturday,September,Dwarka Circle,Normal Day,Rainy,28,17786,16175,2425,41,10,23,3,80,120,115,10,High,100,Low,Low,Low
2027-09-19,Sunday,September,Sadhugram,Weekend,Sunny,36,156405,141736,26241,21,20,54,5,472,787,420,21,Normal,92,Medium,Low,Medium
2027-09-20,Monday,September,Ramkund,Festival,Sunny,34,274668,304537,43988,26,43,94,12,1015,1691,1870,36,Normal,70,High,Medium,Critical
2027-09-21,Tuesday,September,Gangapur Road,Normal Day,Rainy,29,36633,33054,5007,39,10,23,3,110,183,148,10,Normal,93,Low,Low,Low
2027-09-22,Wednesday,September,CBS Nashik,Normal Day,Cloudy,28,69127,73519,10331,38,10,34,3,245,408,309,10,Low,94,Low,Low,Medium
2027-09-23,Thursday,September,Sadhugram,Normal Day,Sunny,32,60756,61975,10729,43,10,23,3,206,344,224,10,Low,90,Low,Low,Low
2027-09-24,Friday,September,Sadhugram,Normal Day,Cloudy,31,62313,60110,8084,42,10,32,3,200,333,295,10,Normal,96,Low,Low,Low
2027-09-25,Saturday,September,Gangapur Road,Shahi Snan,Sunny,30,618738,579230,84495,14,82,174,23,1930,3217,1552,70,High,51,High,Medium,Critical
2027-09-26,Sunday,September,Ramkund,Weekend,Sunny,32,128438,132759,26269,21,18,47,5,442,737,443,21,Normal,84,Medium,Low,Medium
2027-09-27,Monday,September,Trimbakeshwar Temple,Normal Day,Sunny,33,118049,119135,17952,45,17,37,4,397,661,767,14,Low,88,Medium,Low,Medium
2027-09-28,Tuesday,September,Mumbai Naka,Normal Day,Sunny,34,19213,17376,2573,33,10,29,3,80,120,65,10,Normal,94,Low,Low,Low
2027-09-29,Wednesday,September,Mumbai Naka,Normal Day,Cloudy,31,30495,33866,6579,35,10,27,3,112,188,165,10,Low,100,Low,Low,Low
2027-09-30,Thursday,September,Sadhugram,Festival,Rainy,27,325593,333436,63707,13,47,102,13,1111,1852,1802,53,High,71,High,Medium,Critical
2027-10-01,Friday,October,Nimani,Normal Day,Cloudy,29,25666,27777,3469,36,10,34,3,92,154,170,10,Normal,96,Low,Low,Low
2027-10-02,Saturday,October,Nimani,Normal Day,Sunny,32,35743,38743,5332,42,10,20,3,129,215,237,10,Normal,96,Low,Low,Low
2027-10-03,Sunday,October,College Road,Weekend,Sunny,35,95005,93418,11745,44,13,39,3,311,518,543,10,Low,96,Low,Low,Medium
2027-10-04,Monday,October,Ramkund,Normal Day,Sunny,35,26849,28481,4140,44,10,30,3,94,158,119,10,Low,93,Low,Low,Low
2027-10-05,Tuesday,October,Mumbai Naka,Shahi Snan,Cloudy,30,562287,531103,94812,10,75,157,21,1770,2950,2475,79,High,53,High,High,Critical
2027-10-06,Wednesday,October,CBS Nashik,Normal Day,Rainy,29,37887,39259,5216,41,10,28,3,130,218,403,10,Normal,92,Low,Low,Medium
2027-10-07,Thursday,October,Adgaon Naka,Normal Day,Sunny,31,29166,32558,6350,41,10,33,3,108,180,142,10,Normal,95,Low,Low,Low
2027-10-08,Friday,October,Panchavati,Normal Day,Cloudy,25,68208,63411,11117,32,10,23,3,211,352,277,10,Low,92,Low,Low,Low
2027-10-09,Saturday,October,Mhasrul,Normal Day,Sunny,36,18960,18467,2453,28,10,31,3,80,120,83,10,Normal,95,Low,Low,Low
2027-10-10,Sunday,October,Sadhugram,Weekend,Rainy,29,95137,88098,11452,44,12,30,3,293,489,343,10,High,94,Low,Low,Medium
2027-10-11,Monday,October,Tapovan,Normal Day,Cloudy,26,23422,21295,3843,33,10,30,3,80,120,126,10,Normal,95,Low,Low,Low
2027-10-12,Tuesday,October,Adgaon Naka,Normal Day,Sunny,34,34036,33607,4118,38,10,34,3,112,186,109,10,Low,95,Low,Low,Low
2027-10-13,Wednesday,October,Godavari Ghat,Normal Day,Sunny,38,86280,87435,16746,33,12,33,3,291,485,281,13,Low,91,Low,Low,Medium
2027-10-14,Thursday,October,Sadhugram,Normal Day,Sunny,33,52528,52592,10089,30,10,26,3,175,292,227,10,Normal,98,Low,Low,Low
2027-10-15,Friday,October,College Road,Shahi Snan,Rainy,23,433611,437625,81882,14,62,129,17,1458,2431,2187,68,High,61,High,Medium,Critical
2027-10-16,Saturday,October,Dwarka Circle,Normal Day,Sunny,36,50212,54126,7033,40,10,27,3,180,300,333,10,Low,93,Low,Low,Medium
2027-10-17,Sunday,October,Tapovan,Weekend,Sunny,35,164775,171028,27207,23,24,63,6,570,950,554,22,Low,81,Medium,Low,Medium
2027-10-18,Monday,October,Godavari Ghat,Normal Day,Cloudy,29,53316,51235,6241,38,10,28,3,170,284,142,10,Normal,94,Low,Low,Low
2027-10-19,Tuesday,October,Godavari Ghat,Normal Day,Rainy,24,35265,37100,7031,33,10,31,3,123,206,192,10,High,94,Low,Low,Low
2027-10-20,Wednesday,October,Sadhugram,Festival,Sunny,33,269298,256328,32384,19,36,72,10,854,1424,1652,26,Normal,79,Medium,Medium,High
2027-10-21,Thursday,October,Adgaon Naka,Normal Day,Sunny,36,47169,51585,9601,37,10,27,3,171,286,233,10,Normal,92,Low,Low,Low
2027-10-22,Friday,October,Mhasrul,Normal Day,Sunny,33,39489,35663,6384,36,10,22,3,118,198,149,10,Low,94,Low,Low,Low
2027-10-23,Saturday,October,Tapovan,Normal Day,Cloudy,31,52653,52292,9033,32,10,33,3,174,290,339,10,Normal,96,Low,Low,Medium
2027-10-24,Sunday,October,Nimani,Weekend,Sunny,38,99832,104197,17501,35,14,43,4,347,578,367,14,Normal,89,Medium,Low,Medium
2027-10-25,Monday,October,Adgaon Naka,Shahi Snan,Sunny,38,300954,282487,46095,27,40,89,11,941,1569,1529,38,High,73,Medium,Medium,High
2027-10-26,Tuesday,October,Mhasrul,Normal Day,Sunny,35,36229,40489,7720,38,10,22,3,134,224,153,10,Normal,98,Low,Low,Low
2027-10-27,Wednesday,October,Panchavati,Normal Day,Cloudy,30,40046,40580,7933,41,10,22,3,135,225,107,10,Low,96,Low,Low,Low
2027-10-28,Thursday,October,Adgaon Naka,Normal Day,Cloudy,27,30631,33058,5212,45,10,30,3,110,183,122,10,Normal,99,Low,Low,Low
2027-07-01,Thursday,July,CBS Nashik,Normal Day,Cloudy,30,61056,57102,10886,34,10,28,3,190,317,340,10,Low,96,Low,Low,Medium
2027-07-02,Friday,July,Dwarka Circle,Normal Day,Cloudy,28,58259,54751,7154,40,10,31,3,182,304,232,10,Normal,95,Low,Low,Low
2027-07-03,Saturday,July,Ramkund,Normal Day,Rainy,26,96577,105882,20247,43,15,38,4,352,588,614,16,High,89,Medium,Low,Medium
2027-07-04,Sunday,July,Mumbai Naka,Weekend,Sunny,32,87862,85210,16048,31,12,39,3,284,473,223,13,Low,96,Low,Low,Medium
2027-07-05,Monday,July,Trimbakeshwar Temple,Shahi Snan,Rainy,25,624223,564460,90313,10,80,164,22,1881,3135,2761,75,High,49,High,High,Critical
2027-07-06,Tuesday,July,Dwarka Circle,Normal Day,Sunny,30,19741,22104,3500,28,10,35,3,80,122,136,10,Normal,98,Low,Low,Low
2027-07-07,Wednesday,July,Sadhugram,Normal Day,Sunny,35,31820,30316,5617,37,10,35,3,101,168,129,10,Normal,97,Low,Low,Low
2027-07-08,Thursday,July,College Road,Normal Day,Sunny,37,37604,41583,6133,40,10,33,3,138,231,244,10,Low,93,Low,Low,Low
2027-07-09,Friday,July,Gangapur Road,Normal Day,Sunny,30,48935,52167,7875,38,10,22,3,173,289,313,10,Normal,95,Low,Low,Medium
2027-07-10,Saturday,July,Godavari Ghat,Festival,Cloudy,27,194098,174939,22064,40,24,50,6,583,971,442,18,Low,88,Medium,Low,Medium
2027-07-11,Sunday,July,Mhasrul,Weekend,Rainy,29,105780,113490,18306,34,16,39,4,378,630,403,15,High,87,Medium,Low,Medium
2027-07-12,Monday,July,Nimani,Normal Day,Cloudy,27,57085,62651,8456,28,10,35,3,208,348,187,10,Low,96,Low,Low,Low
2027-07-13,Tuesday,July,Trimbakeshwar Temple,Normal Day,Sunny,30,108757,116553,15524,43,16,45,4,388,647,682,12,Normal,90,Medium,Low,Medium
2027-07-14,Wednesday,July,Godavari Ghat,Normal Day,Sunny,38,50974,56994,11166,29,10,31,3,189,316,220,10,Low,97,Low,Low,Low
2027-07-15,Thursday,July,Gangapur Road,Shahi Snan,Sunny,38,503032,549932,100305,7,78,162,21,1833,3055,2383,83,High,57,High,High,Critical
2027-07-16,Friday,July,Panchavati,Normal Day,Cloudy,28,35210,34995,5224,42,10,33,3,116,194,146,10,Normal,94,Low,Low,Low
2027-07-17,Saturday,July,Nimani,Normal Day,Sunny,32,57619,60302,9420,39,10,33,3,201,335,164,10,Low,95,Low,Low,Low
2027-07-18,Sunday,July,Gangapur Road,Weekend,Sunny,36,119378,121861,24174,36,17,34,4,406,677,649,20,Normal,86,Medium,Low,Medium
2027-07-19,Monday,July,Trimbakeshwar Temple,Normal Day,Sunny,31,119449,124180,17462,36,17,34,4,413,689,619,14,Normal,91,Medium,Low,Medium
2027-07-20,Tuesday,July,Mhasrul,Festival,Sunny,35,160385,148296,20164,32,21,52,5,494,823,838,16,Low,88,Medium,Low,Medium
2027-07-21,Wednesday,July,Panchavati,Normal Day,Sunny,32,68013,75775,10605,33,10,25,3,252,420,450,10,Low,90,Low,Low,Medium
2027-07-22,Thursday,July,College Road,Normal Day,Sunny,38,14748,14323,2418,29,10,28,3,80,120,66,10,Normal,99,Low,Low,Low
2027-07-23,Friday,July,College Road,Normal Day,Sunny,36,23142,25406,3769,32,10,26,3,84,141,135,10,Normal,95,Low,Low,Low
2027-07-24,Saturday,July,Shalimar,Normal Day,Sunny,32,25376,25008,3610,36,10,22,3,83,138,62,10,Normal,94,Low,Low,Low
2027-07-25,Sunday,July,Mumbai Naka,Weekend,Rainy,24,87247,88895,16315,34,12,35,3,296,493,600,13,High,96,Low,Low,Medium
2027-07-26,Monday,July,Trimbakeshwar Temple,Normal Day,Rainy,26,45433,43691,8312,31,10,26,3,145,242,351,10,Normal,92,Low,Low,Medium
2027-07-27,Tuesday,July,CBS Nashik,Normal Day,Sunny,33,31653,28987,4808,34,10,33,3,96,161,94,10,Low,97,Low,Low,Low
2027-07-28,Wednesday,July,Gangapur Road,Normal Day,Sunny,36,23579,22856,4165,34,10,30,3,80,126,110,10,Normal,95,Low,Low,Low
2027-07-29,Thursday,July,Nimani,Normal Day,Sunny,38,21991,21732,4223,39,10,33,3,80,120,65,10,Low,100,Low,Low,Low
2027-07-30,Friday,July,Gangapur Road,Festival,Rainy,28,161221,156933,25741,23,22,48,6,523,871,548,21,High,86,Medium,Low,Medium
2027-07-31,Saturday,July,Sadhugram,Normal Day,Cloudy,29,21975,24082,3685,38,10,23,3,80,133,112,10,Normal,97,Low,Low,Low
2027-08-01,Sunday,August,Panchavati,Weekend,Cloudy,27,135213,129514,25286,23,18,45,5,431,719,526,21,Low,91,Medium,Low,Medium
2027-08-02,Monday,August,Mhasrul,Normal Day,Sunny,38,24955,24229,3736,42,10,25,3,80,134,156,10,Normal,96,Low,Low,Low
2027-08-03,Tuesday,August,Mhasrul,Normal Day,Sunny,36,41548,44365,7429,36,10,22,3,147,246,189,10,Normal,97,Low,Low,Low
2027-08-04,Wednesday,August,Mhasrul,Normal Day,Cloudy,28,15680,16018,2299,42,10,31,3,80,120,64,10,Normal,97,Low,Low,Low
2027-08-05,Thursday,August,College Road,Shahi Snan,Cloudy,32,522458,491658,61955,12,70,141,19,1638,2731,2227,51,High,61,High,Medium,Critical
2027-08-06,Friday,August,Tapovan,Normal Day,Cloudy,29,23528,21352,4222,32,10,23,3,80,120,60,10,Low,98,Low,Low,Low
2027-08-07,Saturday,August,Shalimar,Normal Day,Sunny,37,33271,36779,6556,43,10,31,3,122,204,155,10,Low,98,Low,Low,Low
2027-08-08,Sunday,August,Gangapur Road,Weekend,Sunny,31,122114,119665,20115,35,17,42,4,398,664,598,16,Normal,91,Medium,Low,Medium
2027-08-09,Monday,August,Sadhugram,Normal Day,Sunny,31,62302,67114,12912,41,10,35,3,223,372,233,10,Low,94,Low,Low,Low
2027-08-10,Tuesday,August,College Road,Festival,Sunny,30,110233,108612,15062,35,15,43,4,362,603,676,12,Normal,91,Medium,Low,Medium
2027-08-11,Wednesday,August,Trimbakeshwar Temple,Normal Day,Rainy,22,79597,77266,14855,30,11,26,3,257,429,283,12,High,95,Low,Low,Low
2027-08-12,Thursday,August,Gangapur Road,Normal Day,Sunny,37,31479,30823,4931,45,10,24,3,102,171,153,10,Low,98,Low,Low,Low
2027-08-13,Friday,August,Sadhugram,Normal Day,Sunny,36,87529,79993,12015,30,11,30,3,266,444,242,10,Low,94,Low,Low,Low
2027-08-14,Saturday,August,Ramkund,Normal Day,Cloudy,31,55972,55001,10015,37,10,32,3,183,305,279,10,Normal,95,Low,Low,Low
2027-08-15,Sunday,August,Nimani,Weekend,Sunny,32,83831,80492,9737,44,11,23,3,268,447,271,10,Normal,93,Low,Low,Medium
2027-08-16,Monday,August,College Road,Normal Day,Sunny,30,51185,53099,6665,44,10,27,3,176,294,242,10,Low,91,Low,Low,Low
2027-08-17,Tuesday,August,Mumbai Naka,Normal Day,Sunny,36,48428,48230,9328,39,10,31,3,160,267,272,10,Normal,92,Low,Low,Low
2027-08-18,Wednesday,August,Godavari Ghat,Normal Day,Cloudy,27,52155,50409,9426,35,10,32,3,168,280,217,10,Low,96,Low,Low,Low
2027-08-19,Thursday,August,Adgaon Naka,Normal Day,Cloudy,28,56173,52681,8446,40,10,24,3,175,292,213,10,Low,95,Low,Low,Low
2027-08-20,Friday,August,Sadhugram,Festival,Rainy,27,218997,244051,43284,25,34,77,9,813,1355,1085,36,High,82,Medium,Medium,High
2027-08-21,Saturday,August,Panchavati,Normal Day,Sunny,33,76972,75769,13632,43,10,27,3,252,420,213,11,Low,93,Low,Low,Low
2027-08-22,Sunday,August,Adgaon Naka,Weekend,Sunny,35,105851,117968,23013,28,16,47,4,393,655,454,19,Low,87,Medium,Low,Medium
2027-08-23,Monday,August,Tapovan,Normal Day,Sunny,31,63433,63707,10512,37,10,35,3,212,353,189,10,Normal,93,Low,Low,Low
2027-08-24,Tuesday,August,Shalimar,Normal Day,Cloudy,30,65879,59543,10238,40,10,27,3,198,330,153,10,Low,93,Low,Low,Low
2027-08-25,Wednesday,August,Nimani,Shahi Snan,Cloudy,29,302080,329846,43563,28,47,103,13,1099,1832,1450,36,High,69,High,Medium,High
2027-08-26,Thursday,August,Godavari Ghat,Normal Day,Sunny,37,75231,76457,9456,35,10,33,3,254,424,273,10,Low,92,Low,Low,Low
2027-08-27,Friday,August,Sadhugram,Normal Day,Sunny,33,59958,64902,11852,29,10,20,3,216,360,255,10,Low,97,Low,Low,Low
2027-08-28,Saturday,August,Dwarka Circle,Normal Day,Sunny,37,67290,68512,10298,37,10,30,3,228,380,188,10,Normal,98,Low,Low,Low
2027-08-29,Sunday,August,Mhasrul,Weekend,Sunny,30,60484,60949,11250,28,10,32,3,203,338,288,10,Normal,95,Low,Low,Low
2027-08-30,Monday,August,Dwarka Circle,Festival,Sunny,30,206275,209246,39111,25,29,63,8,697,1162,1303,32,Low,81,Medium,Medium,High
2027-08-31,Tuesday,August,Gangapur Road,Normal Day,Sunny,36,13768,13992,2151,32,10,23,3,80,120,77,10,Normal,99,Low,Low,Low
2027-09-01,Wednesday,September,Ramkund,Normal Day,Sunny,34,91521,101100,12707,39,14,38,4,337,561,627,10,Normal,95,Medium,Low,Medium
2027-09-02,Thursday,September,Sadhugram,Normal Day,Rainy,23,76597,76825,15273,43,10,23,3,256,426,541,12,High,94,Low,Low,Medium
2027-09-03,Friday,September,Adgaon Naka,Normal Day,Cloudy,29,20458,18432,2248,44,10,32,3,80,120,67,10,Normal,100,Low,Low,Low
2027-09-04,Saturday,September,Mhasrul,Normal Day,Sunny,33,51122,56296,10487,44,10,31,3,187,312,348,10,Low,94,Low,Low,Medium
2027-09-05,Sunday,September,Shalimar,Weekend,Rainy,22,129163,141258,23441,35,20,46,5,470,784,612,19,High,88,Medium,Low,Medium
2027-09-06,Monday,September,Gangapur Road,Normal Day,Sunny,35,39244,36177,4934,28,10,22,3,120,200,146,10,Normal,95,Low,Low,Low
2027-09-07,Tuesday,September,Gangapur Road,Normal Day,Sunny,34,45591,42058,7949,31,10,35,3,140,233,125,10,Low,100,Low,Low,Low
2027-09-08,Wednesday,September,Panchavati,Normal Day,Cloudy,31,47389,51343,9854,29,10,20,3,171,285,172,10,Low,99,Low,Low,Low
2027-09-09,Thursday,September,Panchavati,Normal Day,Sunny,35,47138,52312,10172,30,10,20,3,174,290,331,10,Low,97,Low,Low,Medium
2027-09-10,Friday,September,Mumbai Naka,Festival,Sunny,36,220953,212085,35124,22,30,62,8,706,1178,1270,29,Normal,86,Medium,Medium,High
2027-09-11,Saturday,September,CBS Nashik,Normal Day,Sunny,32,30317,33260,4120,39,10,24,3,110,184,195,10,Low,97,Low,Low,Low
2027-09-12,Sunday,September,Sadhugram,Weekend,Sunny,30,107369,103107,17619,39,14,34,4,343,572,492,14,Low,93,Medium,Low,Medium
2027-09-13,Monday,September,Godavari Ghat,Normal Day,Sunny,34,59000,57062,9372,31,10,33,3,190,317,205,10,Low,96,Low,Low,Low
2027-09-14,Tuesday,September,Dwarka Circle,Normal Day,Sunny,31,55498,54350,8267,43,10,25,3,181,301,209,10,Normal,99,Low,Low,Low
2027-09-15,Wednesday,September,Adgaon Naka,Shahi Snan,Sunny,34,677952,690191,95724,15,98,200,27,2300,3834,1784,79,High,44,High,High,Critical
2027-09-16,Thursday,September,Shalimar,Normal Day,Rainy,22,23158,20986,3117,43,10,21,3,80,120,258,10,High,100,Low,Low,Low
2027-09-17,Friday,September,Shalimar,Normal Day,Sunny,32,56294,61459,8325,44,10,27,3,204,341,365,10,Normal,93,Low,Low,Medium
2027-09-18,Saturday,September,Ramkund,Normal Day,Sunny,34,73753,71456,13193,32,10,31,3,238,396,189,10,Low,93,Low,Low,Low
2027-09-19,Sunday,September,Shalimar,Weekend,Cloudy,28,138101,151795,25943,22,21,46,6,505,843,525,21,Normal,91,Medium,Low,Medium
2027-09-20,Monday,September,Mumbai Naka,Festival,Sunny,36,232541,230443,38389,24,32,71,9,768,1280,637,31,Normal,84,Medium,Medium,Medium
2027-09-21,Tuesday,September,Sadhugram,Normal Day,Sunny,36,69144,65265,9100,45,10,24,3,217,362,416,10,Normal,96,Low,Low,Medium
2027-09-22,Wednesday,September,Gangapur Road,Normal Day,Sunny,30,16130,16387,2447,28,10,31,3,80,120,106,10,Normal,99,Low,Low,Low
2027-09-23,Thursday,September,Mhasrul,Normal Day,Cloudy,30,25777,27838,4056,42,10,26,3,92,154,142,10,Normal,93,Low,Low,Low
2027-09-24,Friday,September,Adgaon Naka,Normal Day,Sunny,35,29253,31262,4746,35,10,29,3,104,173,121,10,Low,93,Low,Low,Low
2027-09-25,Saturday,September,College Road,Shahi Snan,Sunny,33,357813,350757,69059,16,50,115,14,1169,1948,1760,57,High,69,High,Medium,High
2027-09-26,Sunday,September,College Road,Weekend,Cloudy,30,72080,76207,11590,38,10,20,3,254,423,476,10,Low,92,Low,Low,Medium
2027-09-27,Monday,September,Gangapur Road,Normal Day,Sunny,31,23679,21907,3125,34,10,25,3,80,121,59,10,Normal,95,Low,Low,Low
2027-09-28,Tuesday,September,Shalimar,Normal Day,Sunny,34,56816,58552,10590,29,10,31,3,195,325,318,10,Normal,96,Low,Low,Medium
2027-09-29,Wednesday,September,Godavari Ghat,Normal Day,Sunny,38,97557,101637,16241,35,14,28,4,338,564,362,13,Low,95,Medium,Low,Medium
2027-09-30,Thursday,September,Mhasrul,Festival,Cloudy,25,173999,181816,30968,28,25,62,7,606,1010,819,25,Normal,88,Medium,Low,Medium
2027-10-01,Friday,October,College Road,Normal Day,Cloudy,27,32293,35904,6187,30,10,30,3,119,199,128,10,Normal,100,Low,Low,Low
2027-10-02,Saturday,October,Sadhugram,Normal Day,Sunny,38,63447,57454,8626,28,10,32,3,191,319,324,10,Normal,96,Low,Low,Medium
2027-10-03,Sunday,October,Gangapur Road,Weekend,Rainy,24,75137,71241,12415,37,10,35,3,237,395,466,10,High,95,Low,Low,Medium
2027-10-04,Monday,October,Nimani,Normal Day,Sunny,33,49621,48913,7430,41,10,26,3,163,271,190,10,Low,93,Low,Low,Low
2027-10-05,Tuesday,October,Tapovan,Shahi Snan,Sunny,38,501241,558759,76203,12,79,161,22,1862,3104,2336,63,High,56,High,Medium,Critical
2027-10-06,Wednesday,October,Ramkund,Normal Day,Rainy,24,81884,89262,15170,29,12,29,3,297,495,365,12,High,92,Low,Low,Medium
2027-10-07,Thursday,October,Panchavati,Normal Day,Rainy,24,60830,63628,11272,45,10,33,3,212,353,512,10,Normal,92,Low,Low,Medium
2027-10-08,Friday,October,Gangapur Road,Normal Day,Sunny,37,13633,14669,2405,33,10,24,3,80,120,88,10,Normal,100,Low,Low,Low
2027-10-09,Saturday,October,Gangapur Road,Normal Day,Rainy,29,17721,19046,3367,41,10,31,3,80,120,185,10,High,99,Low,Low,Low
2027-10-10,Sunday,October,Nimani,Weekend,Sunny,31,102223,113982,21893,36,16,36,4,379,633,598,18,Low,90,Medium,Low,Medium
2027-10-11,Monday,October,Sadhugram,Normal Day,Sunny,32,55082,61622,10959,44,10,28,3,205,342,365,10,Low,92,Low,Low,Medium
2027-10-12,Tuesday,October,Dwarka Circle,Normal Day,Cloudy,32,42998,41187,6493,40,10,29,3,137,228,203,10,Normal,94,Low,Low,Low
2027-10-13,Wednesday,October,Panchavati,Normal Day,Rainy,22,74692,72949,13110,31,10,25,3,243,405,354,10,High,94,Low,Low,Medium
2027-10-14,Thursday,October,Tapovan,Normal Day,Sunny,33,56128,62716,11838,43,10,33,3,209,348,237,10,Normal,96,Low,Low,Low
2027-10-15,Friday,October,Panchavati,Shahi Snan,Cloudy,29,348819,364685,57598,17,52,111,14,1215,2026,1953,47,High,71,High,Medium,Critical
2027-10-16,Saturday,October,Trimbakeshwar Temple,Normal Day,Sunny,31,88419,88454,12906,44,12,35,3,294,491,374,10,Low,95,Low,Low,Medium
2027-10-17,Sunday,October,Ramkund,Weekend,Sunny,30,136558,140404,17703,33,20,51,5,468,780,511,14,Low,88,Medium,Low,Medium
2027-10-18,Monday,October,College Road,Normal Day,Rainy,29,47196,44727,6844,44,10,32,3,149,248,227,10,High,93,Low,Low,Low
2027-10-19,Tuesday,October,Gangapur Road,Normal Day,Sunny,38,52065,56562,10430,39,10,35,3,188,314,322,10,Normal,92,Low,Low,Medium
2027-10-20,Wednesday,October,Adgaon Naka,Festival,Cloudy,26,124719,114344,13944,28,16,42,4,381,635,589,11,Normal,90,Medium,Low,Medium
2027-10-21,Thursday,October,Godavari Ghat,Normal Day,Rainy,23,75984,85045,15564,30,12,26,3,283,472,362,12,High,90,Low,Low,Medium
2027-10-22,Friday,October,Godavari Ghat,Normal Day,Cloudy,31,64878,63561,9565,30,10,32,3,211,353,230,10,Normal,90,Low,Low,Low
2027-10-23,Saturday,October,Adgaon Naka,Normal Day,Rainy,25,36389,38921,4835,30,10,28,3,129,216,366,10,High,99,Low,Low,Medium
2027-10-24,Sunday,October,Adgaon Naka,Weekend,Sunny,31,80875,74638,9999,32,10,28,3,248,414,416,10,Low,89,Low,Low,Medium
2027-10-25,Monday,October,Trimbakeshwar Temple,Shahi Snan,Sunny,34,1217986,1310624,197986,7,187,383,52,4368,7281,6783,100,High,40,High,High,Critical
2027-10-26,Tuesday,October,Godavari Ghat,Normal Day,Sunny,33,45760,42415,6533,39,10,27,3,141,235,144,10,Normal,92,Low,Low,Low
2027-10-27,Wednesday,October,Sadhugram,Normal Day,Sunny,37,72538,66795,10509,30,10,35,3,222,371,199,10,Low,91,Low,Low,Low
2027-10-28,Thursday,October,Panchavati,Normal Day,Cloudy,28,54209,55548,9815,28,10,27,3,185,308,329,10,Normal,97,Low,Low,Medium
2027-07-01,Thursday,July,Shalimar,Normal Day,Sunny,38,29807,29483,3713,45,10,22,3,98,163,156,10,Normal,95,Low,Low,Low
2027-07-02,Friday,July,Godavari Ghat,Normal Day,Sunny,37,58374,64524,8210,36,10,25,3,215,358,315,10,Low,92,Low,Low,Medium
2027-07-03,Saturday,July,Nimani,Normal Day,Sunny,33,41349,38456,6662,28,10,26,3,128,213,128,10,Low,99,Low,Low,Low
2027-07-04,Sunday,July,Nimani,Weekend,Sunny,34,87325,88382,11125,33,12,39,3,294,491,392,10,Low,91,Low,Low,Medium
2027-07-05,Monday,July,Panchavati,Shahi Snan,Sunny,36,857710,881220,163920,6,125,258,35,2937,4895,5300,100,High,40,High,High,Critical
2027-07-06,Tuesday,July,Trimbakeshwar Temple,Normal Day,Sunny,34,93729,99499,18372,41,14,32,3,331,552,444,15,Normal,87,Low,Low,Medium
2027-07-07,Wednesday,July,CBS Nashik,Normal Day,Rainy,23,41531,43789,6592,33,10,30,3,145,243,173,10,Normal,92,Low,Low,Low
2027-07-08,Thursday,July,Adgaon Naka,Normal Day,Sunny,35,41946,39130,5388,38,10,21,3,130,217,235,10,Normal,95,Low,Low,Low
2027-07-09,Friday,July,Nimani,Normal Day,Cloudy,25,54675,50726,7999,40,10,22,3,169,281,313,10,Normal,94,Low,Low,Medium
2027-07-10,Saturday,July,Mhasrul,Festival,Sunny,38,127695,135537,19879,41,19,39,5,451,752,774,16,Low,86,Medium,Low,Medium
2027-07-11,Sunday,July,Sadhugram,Weekend,Sunny,31,175270,171242,28898,23,24,52,6,570,951,688,24,Normal,85,Medium,Low,Medium
2027-07-12,Monday,July,Trimbakeshwar Temple,Normal Day,Sunny,38,120205,108994,18800,44,15,33,4,363,605,375,15,Normal,93,Medium,Low,Medium
2027-07-13,Tuesday,July,Dwarka Circle,Normal Day,Sunny,37,28995,27116,3577,34,10,29,3,90,150,75,10,Low,98,Low,Low,Low
2027-07-14,Wednesday,July,Ramkund,Normal Day,Sunny,31,95792,93953,11537,37,13,30,3,313,521,507,10,Normal,95,Low,Low,Medium
2027-07-15,Thursday,July,Mhasrul,Shahi Snan,Cloudy,27,617706,581761,108277,9,83,170,23,1939,3232,1532,90,High,54,High,High,Critical
2027-07-16,Friday,July,Tapovan,Normal Day,Sunny,37,24572,22157,3945,43,10,35,3,80,123,61,10,Low,94,Low,Low,Low
2027-07-17,Saturday,July,Mhasrul,Normal Day,Sunny,33,38161,34990,6420,34,10,32,3,116,194,132,10,Normal,100,Low,Low,Low
2027-07-18,Sunday,July,Panchavati,Weekend,Sunny,33,130355,137303,19490,40,19,41,5,457,762,726,16,Low,91,Medium,Low,Medium
2027-07-19,Monday,July,CBS Nashik,Normal Day,Rainy,22,37108,34550,5421,31,10,22,3,115,191,295,10,High,94,Low,Low,Low
